Length of Username,Country Block_1,Country Block_2,Number of Followers,Number of Posts,Number of Mutual Followers,Percentage of Following,Is Business Account,Sex,Is Joined Recently,Is Verified,Is Private,Is Professional Account,Length of Biography,Number of Video Posts,Mean Post Likes
0.573763983,0,0,0.570216999,0.449969241,0.632953942,0.562866491,1,1,1,1,0,1,-41.29228179,71.58989631,45.28948837
0.428880294,0,1,0.548282868,0.361324388,0.540516477,0.436502209,0,1,1,1,0,0,19.23912328,94.32971009,39.07047235
0.461348135,0,0,0.577218657,0.453392694,0.689624611,0.779823556,1,1,1,1,0,0,-40.35638053,69.08870805,38.52549485
0.401624127,0,0,0.503552815,0.354290641,0.55640475,0.524212215,1,0,0,0,0,1,46.33677744,12.51052276,36.33925597
0.537665304,0,0,0.513672749,0.395422177,0.670301223,0.242178605,0,1,1,1,0,1,-39.47536253,79.84031007,23.19553931
0.46976399,0,0,0.565532125,0.481903111,0.625885454,0.444036262,0,1,1,1,0,1,-150.7663836,74.02282287,47.70014589
0.445082035,0,0,0.560419642,0.242799469,0.672461012,0.394985116,1,1,1,0,0,1,-65.3229958,0.533079039,122.9699188
0.459431286,0,0,0.673514978,0.51056601,0.699024272,0.497103837,1,1,0,1,0,1,-138.4910385,114.8522327,109.719788
0.365094344,1,0,0.715050742,0.467492267,0.717008965,0.678574877,1,0,1,1,0,1,109.5469645,33.74300255,7.611884558
0.592265299,0,0,0.470087009,0.427076186,0.685231779,0.489746537,0,0,1,1,0,0,-121.2095923,77.05491081,87.18696126
0.338149586,0,1,0.473254518,0.400838108,0.552548059,0.395025892,1,1,1,0,0,1,-52.15263268,-1.702955018,54.61675108
0.404768708,0,0,0.563557474,0.469608036,0.754018655,0.59631604,0,1,0,1,0,0,196.8140083,165.0911839,0.914212658
0.29270943,0,0,0.532227037,0.43563238,0.600764664,0.89913975,1,1,1,1,0,1,-131.0323015,79.69589463,119.3857405
0.478932127,0,0,0.544969854,0.42293825,0.553852196,0.809533514,0,1,1,1,0,1,-18.90384362,59.63088391,128.7371381
0.268321267,0,0,0.554398846,0.48977434,0.633587014,0.572854512,1,1,0,1,0,1,-47.96006018,60.35102228,-33.40876636
0.680856462,0,0,0.563887128,0.42115372,0.633193282,0.408118502,0,1,1,1,0,1,-59.33683249,55.70981355,13.30840733
0.475149338,0,0,0.576847261,0.414102989,0.614117524,0.452496448,0,0,1,1,0,1,-106.9477813,53.28433238,46.05687013
0.426075166,0,0,0.654977984,0.471064315,0.574238411,0.702048748,1,1,1,1,0,0,-20.70223537,71.70826692,25.42038697
0.262341709,1,0,0.603956391,0.438606503,0.630254991,0.42689248,0,1,1,0,0,1,151.0162355,57.0248164,142.1932832
0.491180426,0,0,0.586565654,0.390483221,0.528875621,0.564108671,0,1,0,1,1,1,41.72598165,69.51675335,71.38992872
0.703393287,0,0,0.715479059,0.411867698,0.674091947,0.604387475,1,1,1,1,1,0,29.36542843,99.6560112,102.8968554
0.492335817,0,0,0.473861909,0.457721027,0.64472611,0.630165115,1,1,1,0,0,1,49.94952197,-46.51561404,90.22299156
0.522833,0,0,0.554768223,0.448002998,0.616000135,0.472808297,1,1,1,0,1,1,-147.3328726,-35.26444727,111.1074772
0.502738131,0,0,0.479110052,0.47945824,0.551760961,0.613775273,0,0,0,1,0,1,83.07039892,62.52046366,133.3779672
0.532766397,0,0,0.50425625,0.352171465,0.611334664,0.537121279,0,1,0,0,0,1,116.0762315,51.40753169,-12.95897848
0.235945487,0,0,0.491185987,0.508917563,0.555128395,0.564301028,1,1,0,0,0,0,-166.1329248,109.3390738,-27.27497127
0.520606029,0,0,0.457224735,0.242479286,0.614132093,0.552387781,0,0,1,1,0,1,-25.61569115,119.7188762,34.40245113
0.777307779,0,0,0.476944581,0.499151787,0.663608722,0.528153733,1,0,1,1,0,1,17.65501753,98.71590981,-1.061638376
0.473327329,0,1,0.724111216,0.512803634,0.707455194,0.230144923,1,0,0,1,1,0,-120.2083126,120.4666016,54.36581428
0.314154209,0,0,0.834521774,0.282071743,0.61074902,0.551441839,1,1,1,1,0,1,-58.26844038,78.7434417,-34.46788342
0.053538298,0,0,0.584881546,0.409362147,0.725038045,0.829959189,0,1,1,1,0,1,41.65915136,46.48197816,-35.12994559
0.521930269,0,0,0.470203017,0.341189391,0.564855906,0.576526855,0,0,1,1,0,0,85.27559027,88.58506833,152.5747497
0.477147671,0,0,0.674715198,0.490040269,0.787661168,0.634444861,0,0,1,1,0,1,35.17473006,75.41872649,11.41118675
0.298180218,0,0,0.51785327,0.323897527,0.549106062,0.454196579,0,0,1,1,0,0,3.595415561,57.54887234,218.2391548
0.448161456,0,0,0.509525372,0.406300092,0.692942132,0.444081812,0,1,1,1,0,1,-26.16838235,83.4492117,115.813295
0.61264266,0,0,0.542309619,0.129331108,0.689086002,0.210601141,0,1,1,0,0,1,-72.23850416,7.174514143,84.20169372
0.333877625,0,0,0.662648933,0.479734094,0.555872934,0.478239911,0,0,1,1,0,0,109.2827771,80.95676245,92.47238614
0.339211533,0,0,0.501247754,0.32409075,0.709840279,0.437482393,1,1,1,0,0,1,-48.08152188,23.39583132,24.12373017
0.065328825,0,0,0.570218457,0.292143802,0.624321319,0.421735011,0,1,1,1,0,1,5.398207398,87.27712925,-30.63400024
0.225431856,0,0,0.575443709,0.37543789,0.744241158,0.514842418,1,1,0,1,0,1,-217.3347272,101.799263,133.7592698
0.364548017,0,0,0.648296093,0.49724812,0.583904118,0.563226477,1,1,1,1,1,1,31.07825757,7.206817535,-50.45347639
0.545599854,0,0,0.466334581,0.487019463,0.648488673,0.544208439,1,1,1,1,0,1,-47.25052245,111.5185348,-0.414004463
0.570951781,1,0,0.517624015,0.463281488,0.556498998,0.628601401,1,0,0,0,0,0,75.40219062,46.16790934,145.1413735
0.205523207,0,0,0.564655699,0.418566683,0.590230812,0.710185718,1,1,1,0,0,1,-77.51135622,45.12096517,30.8344126
0.580716314,0,0,0.561847309,0.332129212,0.573851166,0.693234816,0,1,1,0,0,1,-22.50980022,125.6747371,159.0120167
0.573698126,0,0,0.497204005,0.485196453,0.633200437,0.332820575,1,1,1,0,0,1,-81.87617046,81.02087634,22.53378914
0.706971789,0,0,0.601778002,0.430780358,0.653761042,0.395029935,1,1,1,0,0,1,60.32265481,11.49453163,36.00740368
0.320604682,0,0,0.618351985,0.465582294,0.734766419,0.604189393,0,0,1,0,0,1,-27.82691615,16.38630702,43.3850132
0.470167419,0,0,0.611300183,0.307402444,0.842282851,0.708186505,1,1,1,0,0,1,81.8952503,39.25256719,80.44370574
0.493583418,0,1,0.602274955,0.399187281,0.72240848,0.220152909,0,0,1,1,0,1,-44.84391614,59.20787953,83.4097431
0.553954639,0,0,0.742089798,0.37988704,0.726091093,0.568143001,0,1,1,0,0,1,4.145979509,123.6979647,63.91961232
0.554201048,0,0,0.65728663,0.386912345,0.647017224,0.696334311,0,1,1,0,0,1,37.2955052,15.66050612,23.54764648
0.311968092,0,0,0.466252607,0.468173334,0.623610972,0.464546401,0,1,1,0,0,1,-149.2193232,80.50478378,64.75367011
0.39253614,0,0,0.531418439,0.518062867,0.672695157,0.6258668,0,1,0,0,0,1,-35.5099923,38.89703199,86.48891066
0.360165251,0,0,0.616710359,0.43986601,0.746960351,0.371217097,1,1,1,0,0,1,-50.8135604,11.76489329,74.54037937
0.581141308,1,0,0.586684667,0.306571758,0.533315548,0.625452064,0,1,1,1,0,0,-50.27104182,65.92774252,44.65663914
0.489029163,0,0,0.605708491,0.429157742,0.669533826,0.440680658,0,0,1,1,0,0,73.52810772,73.02757624,23.95059739
0.511151877,0,0,0.522970295,0.297908765,0.575565814,0.441230247,1,0,1,1,0,0,-48.92514962,44.01528837,10.34277101
0.500503073,0,0,0.530595085,0.51243345,0.805173361,0.395981138,1,1,1,0,0,1,1.275764786,17.07008744,104.632035
0.605477419,0,1,0.559997556,0.344176108,0.568738957,0.545220996,0,0,1,1,0,1,102.7437419,80.21183054,153.869865
0.376378315,0,0,0.588103039,0.447782308,0.526617286,0.528631076,0,1,1,0,0,1,-44.48177051,134.1012042,15.360562
0.356894893,0,0,0.501213108,0.49573332,0.62816192,0.608518105,1,1,1,0,0,1,58.7745627,56.99632176,48.78180466
0.363184418,1,0,0.567830623,0.504983743,0.766188353,0.477627156,0,1,1,0,0,1,-134.3174757,59.30168971,59.985836
0.428666256,0,0,0.52194201,0.460928897,0.631248758,0.41674353,0,1,0,0,0,1,174.8313464,134.6669994,138.8122325
0.662212659,1,0,0.45066456,0.470555758,0.567463826,0.563949492,0,1,1,0,0,1,25.43551767,-102.6180757,-0.194998571
0.541808144,0,0,0.684506691,0.283210072,0.746775196,0.214753449,0,1,1,0,0,1,17.20401412,59.08969292,47.47566423
0.579812171,0,0,0.670402513,0.503417963,0.710345626,0.218132648,1,1,1,1,0,1,86.85270532,-12.88324583,88.12971658
0.421225191,0,0,0.621954135,0.50125339,0.6938888,0.813981738,1,1,0,0,0,1,-246.214453,84.56597367,-5.301737785
0.50472323,0,0,0.813588529,0.292452285,0.779646557,0.340893507,0,1,1,0,0,1,71.90666708,64.25057906,189.2752733
0.49810425,0,0,0.502121446,0.453103543,0.619152579,0.425856696,0,1,0,1,0,1,45.84361923,-98.34575829,53.29111724
0.266204647,1,0,0.517251557,0.501317626,0.612060194,0.361267668,0,1,1,0,1,1,38.18290489,92.91820998,155.8758025
0.400160795,0,0,0.563237298,0.374080591,0.644543692,0.664639601,0,1,1,0,0,0,-204.8426228,11.72832398,126.4701106
0.598470753,0,0,0.694425467,0.224823316,0.555663467,0.350094949,0,1,1,1,1,1,39.17708632,76.70673571,72.01201477
0.223295893,0,0,0.695534871,0.425156469,0.810024806,0.245913828,0,1,1,0,0,1,28.49042721,180.1476768,87.70739964
0.655171729,0,0,0.67346452,0.47858182,0.613942177,0.471299269,1,0,1,0,0,1,7.908944884,-25.46367378,87.89638177
0.60169028,0,0,0.520975172,0.399732733,0.608096595,0.557233507,0,1,1,0,0,1,125.2939836,56.11298131,170.1935394
0.399211606,0,0,0.572608838,0.451377405,0.666235375,0.631796543,1,1,1,1,0,1,-115.1190446,49.87735352,95.17123565
0.509231269,0,0,0.632122691,0.411048457,0.634063733,0.353679236,0,1,1,1,0,1,-4.139643987,7.734538899,82.85305151
0.460336116,0,0,0.707723614,0.271129295,0.65309049,0.825972337,0,1,1,0,0,1,24.638091,45.27458715,47.83458885
0.48455791,0,0,0.52231062,0.476623057,0.600977187,0.459177779,1,1,1,1,0,1,23.71283792,89.65471328,154.6766069
0.37715361,0,0,0.621038774,0.503132602,0.600570321,0.801807965,1,1,1,1,1,1,85.81484148,27.58911308,140.9057724
0.379489876,0,0,0.611446222,0.502819577,0.618126628,0.411090091,0,1,1,1,0,1,169.2665835,45.44056905,-17.27416648
0.55607783,0,0,0.541587616,0.400338731,0.642916617,0.755663183,0,0,1,1,0,1,44.70493952,90.63860263,13.89799363
0.571965977,0,0,0.504153972,0.368354969,0.616420043,0.546790447,0,1,1,0,0,1,-34.71962255,-96.39241209,93.64747738
0.494496295,0,0,0.467766139,0.322975023,0.642814514,0.56117033,0,1,1,0,0,1,49.1625165,12.03784896,31.32788586
0.49068844,0,0,0.531225567,0.517381195,0.785572798,0.549278692,0,1,1,1,0,1,-28.39567396,55.6493234,89.66689651
0.654203635,0,0,0.473691069,0.47085564,0.611424197,0.556223694,0,1,1,1,1,0,30.50711112,68.46232642,123.5980782
0.361151811,0,0,0.65569244,0.381805338,0.673442682,0.640806973,0,1,1,1,0,1,92.71637256,84.50224447,-10.83863943
0.471482029,0,0,0.440288749,0.477558652,0.853777277,0.438840786,0,0,1,1,0,1,36.12674643,96.01375715,102.2125642
0.49873205,0,0,0.784883625,0.396358531,0.646459404,0.566081516,1,1,0,1,0,1,95.46325777,5.738298079,149.2089952
0.198643144,0,0,0.549967489,0.182987269,0.778560506,0.585520576,1,1,1,0,0,1,34.62767922,64.32212103,98.51841899
0.394141806,0,0,0.476995582,0.506800791,0.599605648,0.55108979,0,1,1,0,0,1,62.58339573,67.82079699,24.68741786
0.248915584,0,0,0.694909975,0.512833674,0.700280512,0.4607792,0,1,1,0,0,0,184.8440445,32.61695907,222.7249544
0.73451937,0,0,0.728402336,0.405496499,0.836196323,0.199202967,1,1,0,1,0,0,193.0650563,128.7233083,114.1368577
0.505553267,0,0,0.503222343,0.453744969,0.602526243,0.651396521,1,0,1,1,0,0,44.6382991,69.45812759,72.37761957
0.600663193,0,0,0.488205461,0.506710359,0.61362215,0.542459722,0,1,1,1,0,0,66.35822538,58.11191809,155.6973975
0.338533038,0,0,0.491297514,0.449009918,0.649626363,0.495504705,1,1,1,0,0,1,20.85811077,39.67009843,49.53645096
0.614860379,0,0,0.532156986,0.47949568,0.550304629,0.548375251,0,0,1,0,0,0,24.92573994,76.98909169,56.21272298
0.535559538,0,0,0.601310679,0.402136282,0.923580778,0.456402051,1,1,1,1,0,1,-45.88976833,103.4869416,194.6980078
0.605313374,0,0,0.523902436,0.442686234,0.549634584,0.628948135,0,1,1,0,0,1,-19.77467054,23.13154499,70.56987701
0.569716631,0,0,0.596792415,0.300139973,0.666238666,0.493726943,0,1,1,0,0,1,-97.30454483,113.2971121,129.088759
0.708155076,0,0,0.584954524,0.227989868,0.604504223,0.512392643,1,1,1,0,1,1,-11.54983757,73.91843578,54.73785154
0.345314311,0,0,0.616909965,0.426468966,0.730338509,0.8272057,0,1,1,0,0,1,-118.0600898,91.66972344,43.25499967
0.552072854,0,0,0.570343418,0.440269963,0.577141442,0.46185641,1,1,0,1,0,0,1.831590088,35.48635888,129.1432846
0.435923102,0,0,0.540283887,0.472673847,0.67839491,0.656657039,1,0,1,0,0,1,122.2266968,92.77570165,3.516569754
0.215117009,0,0,0.587118063,0.483126207,0.592434193,0.429321525,0,0,0,0,0,1,10.43878008,60.6040323,-17.46214063
0.595602817,0,0,0.489589263,0.45505953,0.665493942,0.837574691,1,1,1,1,0,1,36.72367945,-62.49184176,115.4380289
0.458542488,0,0,0.445764978,0.362618564,0.577459967,0.460835869,1,1,0,1,1,1,48.53465142,85.66812407,77.87764131
0.368345575,0,0,0.552154863,0.31287139,0.61979313,0.571361847,0,1,1,0,0,1,-56.02688443,-34.43725999,130.8466494
0.41464429,0,0,0.536945142,0.495867859,0.671487069,0.617586815,1,1,0,0,0,1,-54.33539327,36.83590578,11.28778883
0.602263773,0,0,0.465013242,0.370135448,0.576132774,0.648372823,0,1,1,0,0,1,-29.73645589,111.5725404,121.1682878
0.58062633,0,0,0.720048915,0.416234438,0.587182397,0.482196766,1,1,1,0,0,1,-24.15337896,66.6849487,-0.81231367
0.567312421,0,0,0.557358296,0.435745772,0.655338194,0.695127948,1,0,0,1,0,0,116.334669,46.18419036,51.66146955
0.441895975,0,0,0.495630328,0.493323431,0.600947413,0.591024815,1,1,0,0,0,1,35.17549997,126.9842975,72.50938723
0.541748424,0,0,0.639033563,0.488000915,0.565597015,0.771109732,1,0,1,1,0,1,-214.8945506,32.11504205,55.04087631
0.222444585,0,0,0.538803294,0.368941787,0.770824029,0.615837373,0,0,1,1,0,1,49.1864741,106.1172686,105.3062006
0.55843399,0,0,0.503779098,0.399608417,0.576200784,0.312934363,0,1,1,1,1,0,89.47592853,68.76406511,67.58668461
0.386387075,0,0,0.468079207,0.360704806,0.841752581,0.505540832,1,1,1,1,0,1,-40.39080205,84.38747941,3.364231202
0.487161798,0,0,0.552059589,0.319668709,0.679104557,0.557459518,0,0,0,1,1,1,-94.37453794,113.4772984,179.8754359
0.380217966,0,0,0.531579216,0.496117421,0.680275303,0.595370694,0,1,1,0,0,0,98.44594906,35.59288942,150.906957
0.304269403,0,0,0.625536319,0.49971017,0.694061637,0.626153519,0,0,0,1,0,1,150.3054696,70.588096,19.80427548
0.763740662,0,0,0.54500933,0.52121259,0.644320128,0.494247841,0,1,1,1,0,1,-182.4546119,22.02605742,136.211952
0.579615627,0,0,0.536058503,0.504636871,0.638922181,0.417780343,1,1,1,1,0,1,11.02648345,90.45661821,24.02836953
0.476340012,0,0,0.554098676,0.419771296,0.602938605,0.459917134,0,1,0,1,0,1,26.31984638,74.75467224,0.612138541
0.621193418,0,0,0.602786766,0.40738181,0.641912833,0.754857324,0,0,1,1,0,0,191.0627743,37.54565407,24.04376744
0.473050616,0,0,0.571639664,0.488734428,0.571176599,0.426586448,1,0,1,0,0,1,-21.08765194,130.2463803,36.55729167
0.332870051,0,0,0.70187976,0.458332275,0.687031711,0.566358504,1,1,1,1,0,1,45.83470336,26.80794863,91.82448071
0.562118667,0,0,0.625990417,0.354598426,0.665047492,0.545729388,1,0,1,1,0,1,99.34676411,58.53032267,38.00220986
0.708195516,0,0,0.508668265,0.424184378,0.719239232,0.433756704,0,1,1,0,0,1,-46.56463474,74.900513,74.13606686
0.428983789,0,0,0.475616298,0.497366105,0.580145725,0.686426798,0,0,0,0,0,0,28.64421858,60.78459242,2.193208383
0.522747773,0,0,0.558053531,0.361683512,0.587492954,0.690296706,1,0,1,1,1,1,-31.42822695,125.7190494,24.42586249
0.471673002,0,0,0.570955239,0.392047956,0.627525433,0.573618129,1,1,1,1,0,1,42.33093258,66.03976127,62.32989232
0.631255776,0,0,0.660864499,0.449389132,0.614915087,0.473351202,0,1,1,1,0,1,45.29028997,69.44225885,58.3902348
0.558866689,0,1,0.608879546,0.372109229,0.683319339,0.616724228,0,0,0,1,0,1,-54.9389091,64.20482739,-2.65571911
0.445871579,0,0,0.541111954,0.395242838,0.688110221,0.458640555,1,1,1,1,1,0,169.2900277,96.90435163,22.15911159
0.373414004,0,0,0.509164809,0.471251693,0.70802498,0.374367319,0,1,1,1,0,1,-7.145775635,116.241842,118.8779336
0.624869763,0,0,0.479820826,0.498537907,0.75390892,0.382770969,1,1,1,1,1,1,150.9561114,97.28347233,92.8042439
0.364057719,0,0,0.450437804,0.494130494,0.66950693,0.359859392,0,1,1,0,0,1,98.06215208,77.96186229,224.7002982
0.539256275,0,0,0.588152607,0.406783082,0.556521034,0.546253535,0,1,1,1,0,1,61.54101153,20.57938559,51.62502408
0.233706626,0,0,0.477592931,0.416561003,0.596607513,0.604983636,0,1,1,1,0,1,150.4491939,60.45844074,24.34961729
0.533536748,0,0,0.672300492,0.214221292,0.604093108,0.67199934,0,1,1,1,0,1,44.60368723,111.6511501,64.65035074
0.393483334,0,0,0.603834736,0.485023314,0.681662548,0.70162569,0,1,1,0,0,0,-39.70361781,90.48297741,141.9086847
0.386002373,0,0,0.54692932,0.407836679,0.693524296,0.782786239,0,1,0,1,0,0,140.7910481,43.21086246,11.60118159
0.301609328,0,0,0.547967492,0.338646418,0.689043848,0.67185776,1,0,1,1,0,1,164.5594154,75.88657827,0.542255589
0.421524255,0,0,0.536599901,0.149741398,0.548421712,0.522443555,1,1,0,1,0,1,-14.47733547,27.62258905,26.85910543
0.442626555,0,0,0.631696285,0.465850743,0.749724935,0.342601096,0,1,1,1,0,0,114.9030369,72.2994746,-4.071849894
0.527237004,0,0,0.513547898,0.475816488,0.587978153,0.685735252,0,0,1,1,0,1,134.053262,98.99029516,67.80738865
0.589852642,0,0,0.494945188,0.455614319,0.644466277,0.533935792,1,1,1,0,0,1,167.4059788,82.36933632,13.15090392
0.362112247,0,0,0.709850357,0.451574233,0.658252525,0.461143967,1,1,0,0,0,1,-28.19845205,113.3334703,31.07154986
0.47225353,0,0,0.56758217,0.515616146,0.616926639,0.507758117,1,0,1,1,1,1,-80.48510583,87.9092925,-47.05791201
0.658347924,0,0,0.581391413,0.48300588,0.576135031,0.580983384,1,0,1,1,0,1,130.0578828,68.99991749,-12.09472649
0.394673127,0,0,0.590268116,0.452621038,0.660883453,0.701290852,0,1,1,1,0,1,-12.88314107,100.6558753,59.71112092
0.434949882,0,0,0.494917659,0.478710599,0.712228111,0.567883836,0,0,0,1,0,1,-40.91557553,81.76917865,132.1378229
0.421938533,0,0,0.52213969,0.459621993,0.763668819,0.382418351,0,0,1,1,0,0,26.19648261,52.60061997,-5.622616076
0.70877624,0,0,0.520551275,0.48734453,0.762163435,0.936213472,0,1,1,1,0,1,-56.54514042,-13.23727153,159.3986492
0.539644089,0,0,0.597445804,0.487252666,0.711293893,0.388267602,0,0,1,1,1,1,120.5972829,89.09355312,75.95257365
0.402588721,0,0,0.489920602,0.435813258,0.612030306,0.455654994,0,1,1,0,0,1,-15.5312368,65.61727293,85.02931405
0.356134219,0,0,0.496487304,0.305732125,0.532650326,0.251547949,1,1,1,0,0,1,23.36634232,20.85960142,70.35953589
0.668802874,0,0,0.465784076,0.46944106,0.592022914,0.351032856,0,1,1,1,0,1,-115.0653176,83.77591631,65.18296091
0.330952564,0,0,0.498835643,0.374649102,0.687592795,0.667921038,1,1,1,1,0,0,285.1509253,43.79746713,20.01844917
0.338368916,0,0,0.499815252,0.263481004,0.656358754,0.577509597,0,1,1,1,0,0,-3.537468346,68.89059537,129.4485966
0.509341536,0,0,0.484187581,0.477438164,0.55274898,0.627794495,0,1,1,0,0,1,-58.81923571,143.560201,94.25486623
0.358289863,0,0,0.568825871,0.442212076,0.726738268,0.42150191,0,1,1,1,0,1,29.47901614,53.64895141,-79.52287076
0.415480007,0,0,0.570302798,0.464160118,0.567489112,0.305046246,1,1,1,0,0,0,-13.55314715,54.72522245,117.7158986
0.584302953,0,0,0.613222511,0.457563069,0.627886168,0.636281269,0,1,1,1,0,0,24.52382738,99.85282444,67.66518222
0.386025469,0,0,0.69037299,0.419891871,0.599989421,0.531117008,0,1,1,1,0,1,-141.2718105,4.927365163,95.49450952
0.332102094,0,0,0.499149589,0.430264642,0.631604488,0.50634346,0,1,0,0,0,1,133.0879898,33.44683447,158.0093742
0.33901545,0,0,0.621471942,0.491699133,0.54643067,0.625560298,1,1,0,1,0,0,83.54439872,83.64609838,12.36137679
0.400414127,0,0,0.552025249,0.220308978,0.599997453,0.571067415,1,0,1,1,0,1,1.203660648,84.56021655,-21.39114455
0.236157694,0,0,0.691484091,0.486363284,0.576026892,0.268759414,0,1,1,1,1,1,-86.58304891,72.57094108,128.5022387
0.710839357,0,0,0.668142332,0.386950162,0.590544041,0.73280098,1,0,1,1,0,1,-39.14944376,-57.03862693,27.69445873
0.450136065,0,0,0.677378642,0.514709313,0.581821535,0.320592847,0,0,1,1,0,1,-82.71853581,86.75847956,18.35264462
0.663501915,0,0,0.503135606,0.490360121,0.609469507,0.742731724,0,1,0,0,0,1,-35.39700596,54.89078051,114.625987
0.227646562,0,0,0.548230828,0.498895384,0.562905284,0.503081565,1,1,1,1,0,1,34.90380708,32.22399032,62.13959854
0.42129707,0,0,0.451983351,0.422710909,0.591382076,0.6639469,0,1,0,1,0,1,-30.25061545,60.21121202,122.659595
0.494311433,0,0,0.538044458,0.267556935,0.528695247,0.558508786,1,1,1,0,0,1,57.73170333,-26.24370214,65.05785374
0.508728856,0,0,0.493238419,0.439797889,0.689175929,0.468457114,0,0,0,0,0,1,69.10675063,95.56787532,40.34927685
0.46894642,0,0,0.539409445,0.409874788,0.63101904,0.625823994,0,1,1,1,0,1,-10.95384638,-32.52938516,17.37681032
0.520776329,0,0,0.511585412,0.402889727,0.803419709,0.300446252,1,1,1,1,0,1,78.25580242,95.98909313,111.0070852
0.435842581,0,0,0.492033081,0.438681954,0.733772495,0.560423377,1,0,0,1,0,1,275.7514907,75.18874466,140.76947
