Length of Username,Country Block_1,Country Block_2,Number of Followers,Number of Posts,Number of Mutual Followers,Percentage of Following,Is Business Account,Class,Sex,Is Joined Recently,Is Verified,Is Private,Is Professional Account,Length of Biography,Number of Video Posts,Mean Post Likes
0.519302825,0,0,0.425092275,0.58556093,0.529565493,0.743674066,1,1,1,0,0,0,0,-57.19586529,-28.92022173,-220.4002493
0.501412387,0,0,0.300214448,0.627834843,0.538870438,0.785088767,0,1,1,1,0,1,1,23.10127207,25.35146829,42.44358839
0.654346393,0,0,0.35628593,0.544493112,0.468750793,0.728564903,0,0,0,1,0,0,0,6.377172386,-6.923961692,27.52607283
0.45523024,0,0,0.277002397,0.587038213,0.452741996,0.806649475,1,1,1,1,0,1,1,59.11003907,-1.330708467,34.18582261
0.505147683,0,0,0.332342007,0.647826209,0.532045032,0.742046797,0,0,0,1,0,0,0,-38.10281611,20.94241816,43.79059914
0.461022538,0,0,0.309746226,0.603336982,0.433409992,0.79989953,0,0,0,1,0,1,0,34.20906721,22.71666161,15.19593089
0.58630792,0,0,0.36549199,0.629463709,0.443333951,0.765036034,0,1,1,1,0,1,0,106.2111491,-0.994202612,16.11468488
0.65542599,0,0,0.341250943,0.685950833,0.500305985,0.780568677,0,1,1,1,0,0,1,22.35784938,75.63526607,91.02594187
0.537985181,0,0,0.439177268,0.536816418,0.336717643,0.803509692,0,1,1,1,0,0,1,66.47220086,38.52593887,46.25972505
0.422761069,0,0,0.39140308,0.640368304,0.293621953,0.845736749,0,1,1,1,0,1,1,-26.07615389,52.34882605,65.40837513
0.493121455,0,0,0.25129256,0.647213024,0.453036194,0.793841441,1,1,1,0,0,0,1,27.84779946,2.805912552,-6.530089324
0.440403301,0,0,0.32962165,0.557338612,0.496822064,0.780494058,0,0,0,1,0,0,0,24.48742373,37.12512597,79.51164019
0.397990756,0,0,0.240913318,0.57212528,0.545905637,0.817946637,1,0,0,1,1,0,1,5.600607712,12.98225973,-10.39791959
0.658465912,0,0,0.409155856,0.723113917,0.404750588,0.819047883,0,1,1,0,0,0,1,-75.07242974,46.75265844,80.10818323
0.393626324,0,0,0.329786934,0.611688721,0.513939728,0.796487546,0,0,0,1,1,1,1,27.01297807,-6.729862668,1.001133925
0.513020717,0,0,0.422924829,0.600135504,0.522306453,0.791152064,1,0,0,1,0,0,1,-23.98927381,-1.926407713,-17.18154497
0.415674621,0,0,0.377464699,0.566475597,0.52569496,0.775052985,0,0,0,1,1,0,1,-153.1502575,30.09570955,-1.387341436
0.468250114,0,0,0.33493491,0.542371472,0.449021165,0.823884132,0,1,1,1,0,0,0,-23.30162285,-26.05887685,93.41941837
0.545398373,0,0,0.135001883,0.529221565,0.507058275,0.826246687,1,0,0,1,0,0,1,64.95896777,9.73757791,14.48529484
0.501638098,0,0,0.440684087,0.60397037,0.276066889,0.821598465,1,1,1,1,0,1,1,66.79368931,19.75205415,23.26754213
0.455886689,0,0,0.189836983,0.73648843,0.392465104,0.839718308,0,1,1,1,0,1,1,30.31256538,-4.311108071,61.27228925
0.440630053,0,0,0.381911335,0.614433617,0.410098594,0.813740286,0,0,0,1,1,0,0,54.90535542,-22.74954308,-0.120487658
0.390019669,0,0,0.343185745,0.561675323,0.300335757,0.776864981,1,1,1,0,0,0,1,2.160185762,-2.060605883,-60.74179501
0.484602848,0,0,0.434507336,0.609435726,0.422146123,0.759265447,0,1,1,1,0,1,0,-36.30800976,36.6326418,-89.72461898
0.593462818,0,0,0.387516365,0.698918282,0.512152984,0.866475507,0,1,1,1,0,1,0,-62.94444254,37.68442778,39.54767822
0.450163906,0,0,0.432431236,0.556448964,0.543202382,0.755494988,1,1,1,0,0,0,1,-0.369491728,27.00895697,-111.3146376
0.452850985,0,0,0.439505977,0.615456642,0.502129122,0.824838367,1,0,0,1,1,0,0,100.1134692,14.73782929,16.49508169
0.669895908,0,0,0.337338972,0.62995239,0.506698699,0.831192359,0,1,1,1,0,0,0,57.63906349,-4.012646887,-0.580953691
0.373020788,0,0,0.322235514,0.59007405,0.519748938,0.82375007,1,0,0,1,0,0,0,-103.5564785,-5.51391485,58.13818747
0.397891905,0,0,0.379510855,0.628383113,0.459513025,0.783472678,0,1,1,0,0,1,0,34.69356474,40.79061606,-5.759381218
0.660657277,0,0,0.388212982,0.53665863,0.529967991,0.839307769,1,0,0,1,1,1,0,167.7153456,2.833381972,31.47714649
0.487473389,0,0,0.249552672,0.666465324,0.467466775,0.796906317,0,1,1,0,0,0,1,-13.25106386,40.64633841,105.0238513
0.435128336,0,0,0.41737823,0.558005028,0.41731515,0.809636979,1,0,0,1,0,0,0,107.5985652,4.665879868,45.38429229
0.515402549,0,0,0.268894182,0.570309748,0.502997248,0.734985495,1,1,1,1,0,1,1,2.167041509,-4.857639213,72.57768382
0.434887073,0,0,0.181085862,0.584442924,0.51099062,0.769020301,0,1,1,0,0,0,1,-60.99211701,-41.25463024,79.07404714
0.566989701,0,0,0.40121737,0.664923693,0.548650647,0.794236925,0,1,1,1,0,1,0,37.36616262,18.53787297,21.20327438
0.644444322,0,0,0.404491875,0.648275973,0.353812526,0.851254551,0,1,1,0,0,0,1,26.77464305,-48.38582804,-24.6549895
0.486322712,0,0,0.408895671,0.546266701,0.373841578,0.759141369,0,0,0,1,0,1,0,9.168439171,-23.47232499,8.800939025
0.548383158,0,0,0.319749479,0.601791012,0.276444885,0.81148584,0,1,1,1,0,1,0,38.20451129,23.47323931,67.35229985
0.629288576,0,0,0.335140018,0.629890383,0.504704754,0.756441062,0,1,1,1,0,1,1,12.20104461,87.68831125,19.75333813
0.612122825,0,0,0.358819898,0.534805588,0.408629296,0.835914803,0,0,0,1,1,0,1,54.48507976,53.23989343,62.73621359
0.445262217,0,0,0.400926607,0.574772065,0.53250956,0.852796532,0,1,0,1,0,0,1,-43.42858166,12.05332746,115.6949481
0.953919153,0,0,0.412424285,0.677934532,0.517730647,0.769517307,0,1,1,1,0,1,0,69.6823939,-38.20897551,-51.78952979
0.434336976,0,0,0.318034363,0.764462317,0.467370058,0.777174433,1,0,0,1,0,1,0,51.62803898,-0.201773841,87.58414409
0.447396416,0,0,0.169026946,0.526143735,0.365225057,0.844865709,0,0,0,1,1,0,0,-153.7748185,-13.4869238,54.10247311
0.42008352,0,0,0.133301083,0.865329275,0.420587412,0.794119376,0,1,1,1,0,1,0,-14.34055601,78.88617589,-10.19380295
0.513693538,0,0,0.377226304,0.520662689,0.407566307,0.760765779,0,0,0,1,0,0,0,139.9946408,8.748539787,22.20721632
0.430857934,0,0,0.457504741,0.576863855,0.492814819,0.78328278,0,0,0,1,1,0,0,30.2007454,11.00563377,-27.04776526
0.543447197,0,0,0.366187423,0.59683149,0.53474806,0.747222608,1,1,1,1,0,0,0,-13.40061577,-23.25418906,32.07731159
0.531948283,0,0,0.44175064,0.541029951,0.479739379,0.810342976,1,1,1,1,0,1,1,-3.556464223,-42.24071701,193.5344037
0.374986208,0,0,0.375572126,0.588067819,0.4739795,0.760413843,0,1,1,1,0,0,0,20.16155251,51.93397366,128.5897569
0.483296889,0,0,0.26651098,0.581374449,0.466482971,0.799894111,0,1,1,1,0,0,1,93.56960858,54.94928816,53.52520316
0.383203594,0,0,0.17280669,0.630895353,0.538304233,0.812794098,0,1,1,1,0,0,1,-15.49725975,69.74313774,154.7242325
0.649967547,0,0,0.390488115,0.636934254,0.495959891,0.816050725,0,0,0,1,1,1,1,69.1853721,6.195445442,25.30925098
0.458461876,0,0,0.257651505,0.558689931,0.514110791,0.854308847,0,1,1,0,0,0,1,26.04731208,42.72475445,192.4218199
0.397344351,0,0,0.446930312,0.741637485,0.396847999,0.773031331,0,1,1,1,0,0,1,51.14213324,-27.40997779,213.0959883
0.466670995,0,0,0.437873127,0.526534535,0.517013605,0.753636282,1,1,1,1,0,1,0,-73.12126086,-0.696780103,64.91304229
0.593796301,0,0,0.227956463,0.529808674,0.499850982,0.900069042,0,0,1,1,0,1,0,82.32487583,56.17603649,-18.91124712
0.588653475,0,0,0.223394536,0.710860969,0.529911871,0.789291337,1,0,0,1,1,0,0,27.99532886,21.5757469,20.37558275
0.58065934,0,0,0.427016256,0.73304193,0.384184637,0.866630966,0,1,1,0,0,0,0,72.08074445,30.12420465,-58.56633581
0.652416052,0,0,0.318017278,0.538799583,0.53717177,0.834555647,0,0,0,1,1,0,0,5.772684139,13.34536219,37.08775488
0.457744484,0,0,0.365394342,0.524600222,0.488358818,0.875190734,0,0,0,1,1,1,0,-42.62311722,32.99923987,41.24241994
0.475853739,0,0,0.430332032,0.611768865,0.523799215,0.806400832,1,1,1,1,0,1,1,73.9281364,71.49738657,-68.07237063
0.689106353,0,0,0.458956993,0.692496919,0.34994779,0.769067145,1,1,1,1,0,0,0,29.48459092,36.12531247,148.9084799
0.451700829,0,0,0.414980546,0.543288512,0.524888497,0.814379192,1,0,0,1,1,1,0,-111.4473232,8.925985901,80.06149565
0.455965137,0,0,0.272665582,0.616354856,0.450846701,0.795436147,1,1,1,0,0,1,1,22.62546858,-42.81693771,-26.86332102
0.647683771,0,0,0.417404263,0.617988641,0.398005038,0.750172314,0,0,0,1,1,0,1,160.3020545,35.94000364,31.71944619
0.608750086,0,0,0.3686692,0.688507582,0.507097811,0.785067453,0,1,1,0,0,0,1,28.94838147,34.85076713,84.26020377
0.542640814,0,0,0.44110955,0.597830271,0.509844718,0.814120166,0,1,1,0,0,1,0,37.33028332,40.55566681,183.5201498
0.596817629,0,0,0.312446963,0.633766061,0.430460877,0.81141993,0,1,1,1,0,0,0,-41.45015514,-43.40694824,-63.21107135
0.43233678,0,0,0.162979452,0.554108171,0.346577812,0.746175769,0,1,1,1,0,0,0,67.18655786,7.204126247,-181.6109564
0.459685518,0,0,0.326588732,0.521231831,0.446937382,0.846467834,1,1,1,1,0,0,0,28.10348187,9.909113965,12.06602168
0.648809529,0,0,0.357525232,0.594645349,0.38374538,0.720390245,1,1,1,1,0,0,1,130.5697453,68.29571936,23.13673725
0.544187611,0,0,0.441265448,0.654372852,0.48811187,0.796783676,0,0,0,0,1,0,1,84.10522981,4.841666471,35.92088973
0.397982447,0,0,0.435235016,0.590157657,0.403595915,0.782197208,1,1,1,1,0,1,1,16.93848299,-8.784571702,119.0826847
0.576561704,0,0,0.101778378,0.627043565,0.452670742,0.771233108,0,0,0,1,0,0,0,58.90590727,12.56032186,64.36081374
0.577424086,0,0,0.429032466,0.594846755,0.396372071,0.797764907,1,1,1,0,0,1,0,145.9679158,40.3117503,-54.21830245
0.425652558,0,0,0.39814065,0.622397832,0.462624593,0.782578718,0,0,0,1,1,0,0,-12.63626166,23.85944105,54.39844065
0.420500057,0,0,0.299312584,0.589051569,0.52927482,0.780014706,1,1,1,1,0,1,1,60.94731573,2.626648849,26.41679797
0.433926201,0,0,0.401087705,0.597783691,0.370076558,0.859685979,0,0,0,1,0,0,0,157.6493342,10.62251168,63.15059616
0.540828675,0,0,0.450587103,0.582160203,0.334135854,0.773301709,1,1,1,1,0,0,0,58.87551755,-4.700193521,135.8820622
0.50567442,0,0,0.403134311,0.52856594,0.471892732,0.797655392,1,0,0,1,1,0,1,216.1210752,-0.965369026,-14.10590581
0.392218383,0,0,0.431234573,0.563134142,0.486406335,0.805144675,0,0,0,1,0,0,1,-139.97294,14.23853946,80.67933203
0.443844382,0,0,0.206377993,0.598514638,0.32720792,0.809091223,0,1,1,1,0,0,0,8.213707176,-46.92354816,-163.6654735
0.47663435,0,0,0.259558214,0.547048942,0.490241102,0.794128655,0,0,0,1,1,0,0,104.0260106,-29.83707896,27.91769313
0.533725307,0,0,0.381234156,0.593218735,0.528334933,0.830118082,1,1,1,1,0,1,0,76.41450633,-17.54115101,94.46082556
0.485334806,0,0,0.264076712,0.627055405,0.381697491,0.732389329,1,1,1,1,0,0,0,67.82219251,24.48571455,91.51199232
0.491082663,0,0,0.195354982,0.53285982,0.416083858,0.786109181,0,1,1,1,0,0,0,77.37959431,-10.95413944,-19.30934406
0.777875333,0,0,0.350359514,0.620120565,0.534159304,0.761589979,0,1,1,1,0,0,0,-66.3023706,33.97047656,38.57274574
0.555417815,0,0,0.369066508,0.602270348,0.416723516,0.799886344,0,1,1,1,0,0,0,30.62568906,26.82763285,-43.23338416
0.697175731,0,0,0.443577287,0.597583258,0.53076758,0.820953528,0,1,1,0,0,0,0,-16.4252211,-38.81478485,-28.45124605
0.505353664,0,0,0.383406429,0.57179637,0.526867823,0.799019658,1,1,1,0,0,1,0,8.594371825,53.21799415,4.665350978
0.428298026,0,0,0.365337643,0.575248197,0.521090425,0.812539253,0,0,0,1,1,0,0,6.578444822,20.26911762,83.23148106
0.588906787,0,0,0.443609722,0.610433899,0.326143854,0.830545913,1,0,1,1,0,0,0,108.9686438,21.74242553,42.191094
0.633212177,0,0,0.3977503,0.577357783,0.416814523,0.755013588,0,1,1,0,0,1,1,26.14105548,31.54454119,-77.61816251
0.407273276,0,0,0.113983548,0.560928277,0.540434419,0.746015204,1,1,1,0,0,1,1,0.575867794,45.20830824,52.64490522
0.490367069,0,0,0.358269006,0.545483371,0.224887072,0.853096306,0,1,1,1,0,1,0,198.1221365,83.26205297,-78.78091322
0.556778317,0,0,0.170472743,0.925022972,0.436395735,0.765065102,0,1,1,0,0,1,1,-32.00122737,42.09648107,89.3333256
0.458062803,0,0,0.425999939,0.66349598,0.431335907,0.76419138,1,1,1,0,0,1,0,18.91426091,-10.06960836,-32.18931774
0.398582193,0,0,0.397805274,0.563443731,0.381468062,0.769382226,1,0,0,1,0,0,0,166.9149503,5.05159641,91.06550615
0.389848885,0,0,0.432907424,0.70281389,0.487440427,0.817033085,0,1,1,0,0,1,0,63.18129062,-4.352684168,68.68158133
0.555418575,0,0,0.35006964,0.702587257,0.495023934,0.769940245,1,1,1,1,0,1,0,-14.94611693,36.41045324,23.73396588
0.593632988,0,0,0.430885138,0.622594595,0.522955528,0.795525629,0,0,0,1,0,0,0,34.55679637,-7.535121038,45.62504057
0.431222363,0,0,0.317266671,0.793595077,0.402584082,0.748710601,1,0,0,1,0,1,0,27.46832561,10.92286436,60.53103865
0.544532448,0,0,0.313401264,0.69370551,0.458362312,0.836607722,0,0,0,1,0,0,0,196.6761301,41.08958642,43.50613509
0.475202063,0,0,0.357066236,0.734917841,0.462687504,0.757838277,1,0,0,1,1,1,0,31.65675362,26.93761118,15.03944438
0.398537705,0,0,0.2253211,0.552798884,0.36630454,0.779788647,0,1,1,1,0,1,1,21.73267988,39.86888078,86.00133968
0.706925679,0,0,0.414797496,0.705321201,0.477089886,0.757613816,0,0,0,0,0,0,0,66.26904508,15.73601247,16.12878769
0.456164981,0,0,0.199578566,0.521364204,0.525691615,0.755073476,0,0,0,1,1,1,0,90.3209872,10.34552419,-22.33615867
0.495801759,0,0,0.299893589,0.637544928,0.467241943,0.852554502,1,1,1,0,0,0,0,-46.2655725,-23.81412801,-145.0358196
0.871999979,0,0,0.357289899,0.533530415,0.516134167,0.776819341,0,1,1,1,0,1,0,8.856663262,64.71858643,83.26237643
0.45792531,0,0,0.269953057,0.57400066,0.541855738,0.79264473,0,1,1,0,0,0,1,-32.22687505,25.43148946,26.90645596
0.372212361,0,0,0.414506986,0.68506221,0.480094162,0.864400041,1,1,1,0,0,0,0,48.75105644,-8.393788884,0.577523637
0.705121771,0,0,0.370644806,0.543315486,0.317044448,0.724706515,0,1,1,0,0,0,0,107.8434025,-65.96137994,-115.268901
0.427054393,0,0,0.348832576,0.638658863,0.412551233,0.781771414,0,1,1,0,0,1,1,45.18981063,51.43499232,56.47091785
0.406879246,0,0,0.259126789,0.52055755,0.387317944,0.847002945,0,1,1,1,0,0,1,150.1842264,50.1851052,205.9924829
0.611742247,0,0,0.203764789,0.628677364,0.482368488,0.812439005,1,0,0,1,1,1,0,0.706432358,17.65889487,113.7543528
0.575106859,0,0,0.421210851,0.735821024,0.492022627,0.801251911,0,1,1,1,0,1,1,-49.30735057,5.411995263,64.58147006
0.387932085,0,0,0.338672911,0.568212641,0.536422058,0.798802201,1,1,1,0,0,0,1,-1.142519096,73.60872484,24.40121104
0.587411615,0,0,0.284517343,0.705126036,0.545027406,0.815186398,1,1,1,1,0,0,0,-15.46180203,31.72513674,268.9201036
0.50308658,0,0,0.307358232,0.615318227,0.459284638,0.750316407,0,1,1,0,0,0,0,58.61058888,19.56916705,91.04057037
0.402731482,0,0,0.352322787,0.660976795,0.506812736,0.835866399,0,0,0,1,1,0,0,175.0317571,-6.850385488,75.29860669
0.587171497,0,0,0.38237934,0.653016166,0.382919211,0.767500874,0,1,1,0,0,1,0,-8.251496544,-44.55549489,157.0157563
0.594323049,0,0,0.386305287,0.69710814,0.406758084,0.783551281,1,1,1,0,0,0,0,-23.80159487,66.96595486,20.41498118
0.49311852,0,0,0.13830398,0.610136255,0.522093045,0.744865889,1,0,0,1,0,1,0,140.0463872,0.19946315,14.62244394
0.488894235,0,0,0.228144746,0.526879171,0.522248484,0.818944494,1,1,1,0,0,1,1,69.77747915,3.994481839,35.64685318
0.588711792,0,0,0.211208403,0.540292857,0.508747247,0.876753312,0,1,1,1,0,0,1,30.54114604,-13.54026646,170.3752393
0.535896397,0,0,0.438964522,0.625393128,0.487007896,0.813863147,1,1,1,1,0,0,0,35.31810443,17.99967978,176.4285654
0.420919613,0,0,0.338193823,0.545462727,0.402658441,0.82569335,0,0,0,1,1,0,0,-4.923176759,-6.052438187,19.20981989
0.478846776,0,0,0.338627716,0.703436332,0.485522367,0.807653897,0,0,0,1,1,0,0,-105.3902028,-4.544200643,69.78750078
0.476988405,0,0,0.229935421,0.574320142,0.38660106,0.764771241,0,0,0,1,1,1,0,-13.50467517,-2.566940095,7.402540617
0.539429956,0,0,0.221995692,0.526751942,0.546402368,0.762830901,1,1,1,0,0,1,1,32.10479912,1.265949267,41.77796125
0.433075656,0,0,0.348577055,0.608386973,0.278405982,0.825324493,1,0,0,0,1,0,1,-49.910685,-20.28832695,46.93019139
0.412967186,0,0,0.3311142,0.646428446,0.472437143,0.75983352,1,0,0,1,0,0,0,-40.85762325,9.163355161,37.49800208
0.467496642,0,0,0.394497721,0.633982147,0.52270971,0.826348351,0,0,0,1,1,0,1,44.24932612,28.58243495,109.7011849
0.737526442,0,0,0.308778542,0.620206412,0.523775847,0.763496738,0,0,0,1,1,0,0,4.725171875,8.081260656,45.02103887
0.638467737,0,0,0.249858749,0.55259739,0.483073967,0.76718362,1,1,1,1,0,1,0,-27.66603636,6.343756789,198.468047
0.421488108,0,0,0.451133897,0.559513595,0.447408745,0.814811952,0,1,1,1,0,0,0,4.643881896,62.67167896,-110.6601341
0.515787996,0,0,0.44003598,0.569339554,0.491152124,0.874210464,1,1,1,1,0,0,1,68.84993526,28.57426311,-147.6851215
0.703062061,0,0,0.311778511,0.566620049,0.380910081,0.783398793,0,0,0,1,1,0,0,69.6144099,2.148337355,-24.51364559
0.459565705,0,0,0.286148307,0.647677702,0.498804641,0.802393436,0,0,0,1,0,0,1,95.13395778,14.95082928,41.09552576
0.65917373,0,0,0.3548487,0.562205337,0.419752876,0.74030051,0,0,0,1,0,0,0,-46.52161141,3.246313674,38.18835732
0.459949202,0,0,0.382648217,0.593733923,0.257578013,0.768126005,0,1,1,1,0,1,0,48.92864601,-21.62764836,39.8934529
0.380816093,0,0,0.245407508,0.544413447,0.461172978,0.752276343,0,0,0,1,1,1,0,5.209731349,-2.705360422,-28.17569855
0.383932126,0,0,0.331665822,0.677206029,0.513228498,0.740297641,1,0,0,1,1,1,0,89.24722734,19.48564089,19.3296888
0.591052679,0,0,0.317260243,0.773116727,0.463617544,0.823516303,0,1,1,1,0,1,1,20.73210449,24.39160955,103.4322532
0.499937811,0,0,0.294834536,0.728588126,0.54436377,0.786275278,0,0,0,1,0,0,0,71.79568354,-8.416736019,36.78706566
0.544089867,0,0,0.343948964,0.552625158,0.475659609,0.799242936,0,0,0,1,0,0,0,90.06557075,-25.33521685,35.50513213
0.380343788,0,0,0.367523192,0.592494484,0.534499989,0.808192788,0,0,0,1,0,0,0,84.69122366,-3.5499802,8.646721702
0.581335449,0,0,0.263274877,0.554811525,0.386692202,0.798166669,0,0,0,1,1,1,1,14.44816336,10.5779101,7.277713526
0.612418157,0,0,0.311684312,0.661990252,0.468817601,0.833999498,0,1,1,1,0,1,0,2.712851394,2.105096624,10.9311038
0.555050714,0,0,0.374055799,0.750244879,0.42311911,0.791634225,0,0,1,1,1,0,0,105.3605131,9.705779231,27.39635694
0.654965115,0,0,0.444705518,0.569072033,0.387026146,0.796317171,1,1,1,0,0,1,1,11.39286317,-11.51198288,-109.5274889
0.419484445,0,0,0.341371857,0.538805538,0.472466752,0.769263891,0,0,0,1,1,0,0,14.11403526,4.509268146,-10.89284959
0.732992706,0,0,0.425659149,0.686369664,0.47528125,0.821606667,1,0,0,1,0,0,0,122.5511295,10.43261284,38.55855658
0.382226421,0,0,0.362320554,0.54122522,0.498393511,0.733188557,1,0,0,1,0,1,1,106.8449303,25.2949669,30.64506736
0.46435802,0,0,0.160597071,0.6388805,0.475925033,0.851557545,1,1,1,1,0,0,0,97.72694533,19.18335204,7.803418725
